seriesuid,probability,coordZ,coordY,coordX,d,h,w,is_fp,is_infundibulum,is_aneurysm,comments,additional_comments,new_d,new_h,new_w,new_z,new_x,new_y
1.2.826.0.1.3680043.8.498.60535230017781034976587085707092406738.nii.gz,0.80945385,179.09908,356.931,346.35703,10.176518,9.666958,11.626485,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.60969528011319193139552413430768284582.nii.gz,0.81599736,126.41961,486.943,258.37585,4.9571133,5.9841375,6.1260223,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.61052248196917647851791162243240112059.nii.gz,0.9453039,96.56189,326.9921,303.73022,13.049251,14.236157,13.831712,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.61385312260496212327128981964326380939.nii.gz,0.8723257,337.74615,192.88504,265.51364,29.042427,20.250078,17.87768,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.62423834446499412500329264973440742145.nii.gz,0.8036021,127.44788,314.14978,251.82344,5.0351896,5.6508894,7.0754223,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.62627276909135443119003306904379780742.nii.gz,0.8030543,235.13025,344.40826,301.93716,6.430037,9.747157,8.952713,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.62704864874898708774201700721406023161.nii.gz,0.84194237,116.80322,159.0827,304.7517,7.847721,9.146172,11.437509,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.62704864874898708774201700721406023161.nii.gz,0.81799203,129.82854,352.5124,294.5616,7.719685,7.359728,6.2447824,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63417297536041076536592364243970870470.nii.gz,0.87007636,100.698166,326.89084,305.1691,18.864422,11.745157,12.43753,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63417297536041076536592364243970870470.nii.gz,0.8573981,154.86346,335.54016,287.19412,7.385329,8.137042,8.468891,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63417297536041076536592364243970870470.nii.gz,0.8232092,242.84776,408.7165,304.68713,9.08298,7.57467,7.2645974,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63508711985246007430386812723831414180.nii.gz,0.95183605,145.892,309.88928,265.02042,5.626764,6.8408747,7.8639317,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63508711985246007430386812723831414180.nii.gz,0.8724456,379.93747,56.139656,216.92918,58.550686,50.102734,48.14846,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63581769095602121197339525769413342895.nii.gz,0.82788616,167.14746,324.19562,301.66217,5.959793,8.058437,10.275938,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.63581769095602121197339525769413342895.nii.gz,0.81343675,219.72699,204.91837,266.31146,15.841702,21.629974,22.20743,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.64053235207957596184506039300264155592.nii.gz,0.8474246,196.15346,381.4168,380.88315,5.6144605,6.567845,7.05638,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.64153967358939152800316426855739206906.nii.gz,0.86920583,139.06216,353.85852,351.17572,11.675438,10.518377,9.577108,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.64153967358939152800316426855739206906.nii.gz,0.81525594,146.19702,313.56738,241.78871,8.725991,9.781323,8.489916,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65011208113835286935212080363533579671.nii.gz,0.836016,186.6574,248.94025,278.24625,9.62027,16.61275,11.445394,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65069305898598787005663692363086313733.nii.gz,0.9142886,136.16812,305.86224,224.8583,10.922051,13.579096,14.611988,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65578167361567865714461559224864896799.nii.gz,0.9282173,146.9638,305.6933,231.7058,13.126665,18.00171,15.391725,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65578167361567865714461559224864896799.nii.gz,0.88146544,121.05073,295.4961,212.4873,14.079975,15.126337,15.303706,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65578167361567865714461559224864896799.nii.gz,0.8463769,182.91081,179.91467,271.95224,17.73047,20.595589,22.918104,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65578167361567865714461559224864896799.nii.gz,0.81828064,23.19283,174.45016,207.03716,19.68323,31.111666,28.948034,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.65578167361567865714461559224864896799.nii.gz,0.81110305,140.11044,305.1113,240.51138,9.383004,10.405511,11.353349,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.66886574765471860867952209867524090563.nii.gz,0.9258702,191.21896,455.25082,288.55112,7.042095,7.4546947,9.416276,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.68276712082656957005274595949315894066.nii.gz,0.90311605,217.85353,326.2067,422.2821,6.443397,8.224685,7.5380173,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.68356160898101066850726244725552676010.nii.gz,0.9078971,105.61597,373.54947,340.40656,7.9890933,10.35283,11.211227,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.68356160898101066850726244725552676010.nii.gz,0.8425092,179.78613,287.97372,314.39737,17.307575,25.642439,21.155636,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.68422131895841480840327151806544144763.nii.gz,0.914623,48.550873,336.01562,205.80632,12.371548,17.02237,13.198995,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.68810137235418152846696391454919164488.nii.gz,0.8121244,356.32327,248.65208,275.23123,20.92789,25.779297,16.624495,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.69036551944362304117095007295127260085.nii.gz,0.8939574,159.92882,201.09782,232.62126,10.50918,12.45769,13.961996,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.69036551944362304117095007295127260085.nii.gz,0.8554932,149.47523,199.95027,370.71884,10.67099,8.123295,9.261508,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.69050832026021222439518745712310801868.nii.gz,0.94490325,112.27998,495.92902,481.07138,6.7211304,6.11573,7.5680227,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.69050832026021222439518745712310801868.nii.gz,0.8228521,102.41022,488.4635,423.4816,19.97954,18.60162,24.271185,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.70549153055776520915952933860351851348.nii.gz,0.8272356,368.84793,490.2558,426.06696,8.287954,12.045956,9.578407,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.70680381679312765754854417546252029405.nii.gz,0.9078411,209.49045,413.03674,318.63742,8.189284,9.168726,9.88682,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.70937513110519158150807702974766517051.nii.gz,0.9272918,250.57878,272.92996,203.22636,8.727154,10.26613,10.165604,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.71397706923936763790973636805047768954.nii.gz,0.83119726,134.8653,290.34372,249.35812,12.225498,12.184748,12.510504,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.71425241741299425203285327714822881639.nii.gz,0.8435562,126.56034,368.01013,348.48978,4.6540318,8.20344,8.032997,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.71796601538792777580416179841706319140.nii.gz,0.89713454,140.4469,291.32535,216.18271,12.8847885,18.985363,15.925085,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.72398581829139733291247507558556727170.nii.gz,0.8683612,91.84097,365.86935,369.93765,9.4111595,7.741354,7.360625,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.72601914673673966535016888607394980410.nii.gz,0.9131882,117.91683,372.82483,370.59415,7.8170314,9.721946,9.620096,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.72702826834985531452756663981235859101.nii.gz,0.8605854,168.20267,166.26671,281.33508,6.6284122,9.687048,9.34548,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.72822366221149042096991336897155343404.nii.gz,0.8694305,169.8798,244.11543,240.84448,12.619827,15.154063,13.714029,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.72822366221149042096991336897155343404.nii.gz,0.80717933,151.10204,367.80536,318.131,9.100442,8.759244,8.4120245,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.73363802537202567743454640766773851605.nii.gz,0.8173284,208.06953,220.50912,316.50186,32.900234,33.53198,30.70821,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.73820261697830420042473892884688067574.nii.gz,0.86397624,119.672585,228.52783,412.5519,8.219429,13.336823,11.441402,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.73820261697830420042473892884688067574.nii.gz,0.836484,272.39545,169.06418,308.40863,36.834377,18.001322,28.275917,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.73888317649295124456952212379532804778.nii.gz,0.804826,147.54033,297.2501,202.06085,4.236665,5.260455,4.714987,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.74089921001818493289113970167464752480.nii.gz,0.86096877,75.30385,385.61127,360.72385,22.718061,23.989748,18.735369,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.74219779494158996091143224759586468392.nii.gz,0.88271815,57.86496,397.30637,450.43237,25.674486,16.855173,14.156926,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.74563120736915677607297449036422024583.nii.gz,0.80947447,141.74928,166.20917,222.97485,7.2424345,8.891479,12.882977,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.74614921932700985358270443944241418147.nii.gz,0.8359444,191.67209,436.56558,325.79483,7.088696,6.0023146,5.944023,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.74614921932700985358270443944241418147.nii.gz,0.809141,177.09126,214.85611,320.79623,31.446648,29.260246,23.679243,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.74614921932700985358270443944241418147.nii.gz,0.80596703,182.99486,259.41235,320.92902,20.944603,28.63624,22.589764,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75534913411697796878587692167943187599.nii.gz,0.9435998,234.09584,289.50488,306.2527,11.48492,11.218057,11.317677,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75534913411697796878587692167943187599.nii.gz,0.8187554,243.64357,174.19061,200.64754,13.80919,17.170204,16.025185,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75700532611629703386116638447222235178.nii.gz,0.95539933,174.1607,329.39948,352.3254,28.332209,23.487717,25.581385,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75700532611629703386116638447222235178.nii.gz,0.8689085,148.78828,329.2065,245.98593,15.929848,21.061554,18.546473,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75832357359501029790868956224402371251.nii.gz,0.931263,115.72046,300.3838,292.97906,10.466348,11.636084,13.705871,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75832357359501029790868956224402371251.nii.gz,0.85364753,210.0286,187.14076,307.1505,10.132247,13.873889,12.509875,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75918561478182472487099166208665695446.nii.gz,0.82952064,180.49304,343.23517,353.0888,6.588885,6.509266,7.0759854,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.75918561478182472487099166208665695446.nii.gz,0.8049585,121.67969,335.0232,355.41742,13.671862,9.947644,11.217655,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.76448510847030561240233182750178949944.nii.gz,0.8180844,168.46866,310.9019,461.60672,8.245595,9.382375,9.896558,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.76946194332592383444171229563284223555.nii.gz,0.89159536,115.86125,244.80566,262.00058,4.941994,7.205294,8.629019,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77206716421235072502806901496440715562.nii.gz,0.8335761,194.60767,214.02101,269.52237,22.183273,17.896523,21.329496,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77206716421235072502806901496440715562.nii.gz,0.81703365,43.24577,209.91591,201.1898,22.133581,24.472294,24.70571,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77219897788345305448159915113352253551.nii.gz,0.924062,56.215717,315.48117,320.41473,50.721924,57.73928,60.351635,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77219897788345305448159915113352253551.nii.gz,0.89149815,56.925114,315.38916,190.87276,49.2196,55.325024,58.660908,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77219897788345305448159915113352253551.nii.gz,0.8488191,111.07645,305.98984,336.62048,12.240042,8.107705,8.549267,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77253071581228697143874077265473102284.nii.gz,0.85025954,179.05748,402.66907,352.82193,9.532746,7.2494025,7.884005,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77253071581228697143874077265473102284.nii.gz,0.8207293,91.930466,378.10242,534.1079,12.3729315,14.227509,13.395077,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77304461552507049962252245022481515438.nii.gz,0.8554039,149.15,338.7151,287.12677,11.0739765,10.251965,9.991335,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77304461552507049962252245022481515438.nii.gz,0.8481813,194.88168,248.41881,251.72778,12.9391,11.12094,10.3288965,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77415503985845342060924964587790371896.nii.gz,0.8269997,159.4349,217.96785,265.07996,21.938457,20.474157,26.810375,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77415503985845342060924964587790371896.nii.gz,0.81587565,133.15103,134.25134,284.36212,6.614214,11.242634,9.852611,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77415503985845342060924964587790371896.nii.gz,0.8019805,139.40286,133.66736,252.16818,14.770951,12.891481,16.82891,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591.nii.gz,0.84997076,233.24362,195.50749,259.65427,18.67111,24.247004,17.67129,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591.nii.gz,0.84771615,156.48056,149.23886,336.25082,6.378194,15.5750065,13.319446,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591.nii.gz,0.84436244,188.17575,252.68045,178.17435,7.380183,15.78545,12.883626,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591.nii.gz,0.8422885,221.5934,219.03703,324.34402,12.208081,17.627907,16.942812,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591.nii.gz,0.81574196,151.63232,165.69313,363.65356,7.273369,8.724333,12.305024,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591.nii.gz,0.81204593,209.73555,187.4393,183.67819,23.774141,25.536083,26.687477,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77657431081287944956511276482769952388.nii.gz,0.8470573,181.99278,168.18,186.57451,32.94586,25.509432,25.308317,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77936958068234576178642195669218963872.nii.gz,0.9002847,111.64621,358.74673,261.3537,6.879213,8.374258,9.433459,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.77936958068234576178642195669218963872.nii.gz,0.8225752,136.87378,335.992,327.80777,8.246316,11.337254,12.343598,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.78287908345612061741287911361921168215.nii.gz,0.9492798,164.4332,102.86098,225.92838,8.353994,12.728213,13.208023,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.78287908345612061741287911361921168215.nii.gz,0.80529636,81.384995,175.65198,205.75107,24.179707,26.773212,26.405388,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.78287908345612061741287911361921168215.nii.gz,0.80277157,171.60458,274.44696,298.34985,17.864628,21.901052,16.460608,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.78697256729329159666504788388658962273.nii.gz,0.8047584,342.88614,344.05328,298.62573,23.14406,30.547853,18.698538,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.78930714044772158564004262491729921493.nii.gz,0.82451516,123.5175,255.41867,237.29953,9.024422,12.644807,13.328272,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.79517544823335885143940329810114590698.nii.gz,0.8228062,195.22966,320.10254,308.65225,6.176173,7.09907,9.013096,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.79557096448722495697596193434723366583.nii.gz,0.86229604,222.68607,243.22571,337.6594,36.515625,24.386864,23.686779,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.79557096448722495697596193434723366583.nii.gz,0.80222344,207.62831,263.32916,337.14685,14.149363,15.245691,20.768658,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.80114244849666367523293067199486077713.nii.gz,0.83517826,134.0191,278.04572,251.2077,5.620539,5.708139,9.077814,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.80404834336154904153843925893532138356.nii.gz,0.88646764,142.10193,388.653,196.7648,15.43984,18.299456,17.505716,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.80461517820710375402982229582943598734.nii.gz,0.82517797,106.391,304.94135,292.08234,11.662546,12.007005,11.596325,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.80655272761369403057370741851313440259.nii.gz,0.9006566,113.60005,326.24973,360.94482,6.290271,7.182842,7.8990965,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.81704668055687445378523719341769657266.nii.gz,0.9750303,201.10382,359.0766,383.41702,15.516058,15.492461,14.423659,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.81805829917770672136502152837147205014.nii.gz,0.8680776,214.88795,299.7165,307.1894,51.96908,24.308985,24.969267,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.81918661065257831970526571608844155491.nii.gz,0.82814044,163.3076,442.83273,319.1678,4.2441134,6.4275074,8.1467285,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82106848632342444752025457311710996612.nii.gz,0.815091,103.7556,296.25958,250.69063,13.142511,17.571608,12.093016,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82106848632342444752025457311710996612.nii.gz,0.8134373,192.85725,209.38174,214.86319,28.746824,24.016794,23.202955,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82216022296184383156047094641864243228.nii.gz,0.90244305,85.60898,225.33044,219.43858,10.061061,13.444793,12.189015,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82216022296184383156047094641864243228.nii.gz,0.851987,273.92084,139.96027,258.43643,32.969078,21.663755,28.916283,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82216022296184383156047094641864243228.nii.gz,0.8421879,135.90625,120.361,231.54852,10.323366,14.435049,14.324525,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82276808423709177948911567775880327566.nii.gz,0.89064467,231.79768,236.25902,334.97296,38.537853,23.932758,22.515842,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82291720577563118704045189857045781368.nii.gz,0.86365974,142.56117,313.8819,247.97229,8.309537,8.3612585,10.43643,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82322958320748086304333724519978282919.nii.gz,0.8296508,154.7745,147.03108,222.9541,8.161941,13.063438,16.72806,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82351850469363143618392739704777562533.nii.gz,0.9168524,128.41603,230.33496,215.9961,10.265211,12.771013,13.569631,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82351850469363143618392739704777562533.nii.gz,0.8481819,129.82158,215.29506,406.46774,7.544657,8.596864,12.2455435,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82403536949303134729149447512136512040.nii.gz,0.8478182,185.58337,188.24486,268.81528,16.78994,22.949476,20.274223,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82477595804065669737786454241336435099.nii.gz,0.80614156,187.02682,474.7106,330.8928,8.474734,8.953447,7.9168196,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82641698422464356104108563099150990855.nii.gz,0.8227828,118.24628,352.60345,293.25354,5.166197,6.4583435,7.6708064,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82790584481341849512415082117810101954.nii.gz,0.8177555,203.61809,227.24178,225.50543,11.226648,11.085424,11.254106,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.82852102994568804806241832422541870957.nii.gz,0.8038835,211.51656,244.50525,324.4687,12.227245,21.066244,20.168135,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.83094907261336435708255151681286254599.nii.gz,0.8182035,195.66293,417.8519,323.1836,10.719136,14.614061,17.498312,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.83228009745617438803567050585068433549.nii.gz,0.8861423,123.44821,295.9053,407.46878,5.0395947,8.05689,8.940373,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.83505029305672607023134412859191555401.nii.gz,0.85578936,130.23337,378.76303,251.57974,17.030087,16.902086,19.850237,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.83550635896077543885781888116995247419.nii.gz,0.97581726,188.89758,299.19162,108.29387,12.018027,10.792422,11.07504,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.83787042081036385745658715886034140301.nii.gz,0.831081,192.27089,392.82846,466.1915,20.00468,15.485023,18.258839,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84119031900393946153314374202846847541.nii.gz,0.888651,228.84323,180.52605,183.744,9.006541,8.171976,9.130935,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84119031900393946153314374202846847541.nii.gz,0.84515184,217.45282,178.57603,298.6037,5.559915,6.843279,6.8002424,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84119031900393946153314374202846847541.nii.gz,0.8040831,244.05562,167.5762,234.31813,32.246075,25.08767,20.112453,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84119031900393946153314374202846847541.nii.gz,0.80312634,151.29109,303.98154,261.75546,7.103256,7.2817297,9.713861,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84268505695856794726788673947539076667.nii.gz,0.8672411,163.8985,212.7121,282.60767,13.298944,23.431591,17.130014,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84955070686251417902923705821409495324.nii.gz,0.84002286,99.381546,322.5496,371.8562,15.859938,15.179133,14.711769,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.84955070686251417902923705821409495324.nii.gz,0.80248153,167.87071,278.99054,325.2081,8.729387,9.988691,9.137055,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85065386620220307703077344064424211514.nii.gz,0.8759359,191.96974,207.65974,439.21933,31.080004,30.333088,24.3801,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85065386620220307703077344064424211514.nii.gz,0.8093522,152.81644,180.82622,322.3232,7.6964154,9.604308,10.199954,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85065386620220307703077344064424211514.nii.gz,0.8055052,214.27368,346.89984,389.0221,6.6668596,6.777075,5.8102107,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85101569939333343673744614970672339917.nii.gz,0.8734946,170.23123,142.63507,336.28152,23.848783,32.073864,30.274685,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85101569939333343673744614970672339917.nii.gz,0.8472169,220.10204,237.35687,277.65234,12.04196,12.863349,10.794809,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85101569939333343673744614970672339917.nii.gz,0.805234,224.41449,229.43173,331.81366,40.07616,20.399258,17.873428,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85149528766201025510466021569226799324.nii.gz,0.8530604,207.00275,259.70126,304.1685,20.716768,20.03939,18.87677,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85197567779462235538021389811324519260.nii.gz,0.8188942,122.91025,329.40405,262.8694,8.172807,8.436235,11.062778,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85330951120080333123485292655736144682.nii.gz,0.884014,188.68964,315.27304,315.3018,12.318235,21.855364,19.140348,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85330951120080333123485292655736144682.nii.gz,0.8712571,177.9323,307.40933,257.2111,8.551756,10.7245655,9.075545,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85555724129505713161206081090944704253.nii.gz,0.9306007,144.0678,233.06909,253.6227,10.064258,10.837721,11.4986315,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85555724129505713161206081090944704253.nii.gz,0.84895635,121.827736,263.33075,272.2795,7.6842294,7.5834064,8.830336,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85975164946423172309062718421436261046.nii.gz,0.8369839,145.26096,158.28244,346.33676,9.67755,11.204063,10.113377,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85975164946423172309062718421436261046.nii.gz,0.8011311,215.80414,182.7734,330.7704,7.8131065,9.699858,9.791878,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.85975164946423172309062718421436261046.nii.gz,0.80075103,144.6821,111.974686,268.95697,26.54815,31.145695,24.961119,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.86266729325433640531807683783130821206.nii.gz,0.8538716,211.43555,203.8467,285.4867,24.20455,29.723635,28.96223,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.86313072489373145684719446081388406922.nii.gz,0.88888484,304.30725,405.49347,346.02826,12.091204,11.981925,8.286437,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.86313072489373145684719446081388406922.nii.gz,0.8028797,170.67584,396.10147,415.7779,15.84388,16.694,14.484604,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.86822530556046989269633487715061058236.nii.gz,0.8416838,147.808,173.3232,319.34573,19.008873,24.50968,26.892141,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87480891990277582946346790136781912242_i00002.nii.gz,0.86382276,102.494995,231.2307,258.541,55.207787,51.661217,55.109066,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87480891990277582946346790136781912242_i00002.nii.gz,0.83692783,89.31214,321.81442,376.44586,31.744886,18.803265,17.276508,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87480891990277582946346790136781912242_i00002.nii.gz,0.8334461,196.87352,312.27023,348.70837,31.496012,19.887007,18.10631,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87480891990277582946346790136781912242_i00002.nii.gz,0.8004138,84.44891,212.92877,153.01729,35.90696,42.672157,51.557343,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87596156951369172427618929370254044602.nii.gz,0.80084646,175.95277,377.09644,310.2392,5.5006785,5.70753,6.741218,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87793717347274644321991233773637029287.nii.gz,0.8929679,135.59654,296.3188,285.46283,22.35225,20.652534,25.070911,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.87793717347274644321991233773637029287.nii.gz,0.8017989,139.5013,165.82953,186.18973,5.919887,11.094214,14.138234,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88000338477467543859416395437689292355.nii.gz,0.9082753,161.09146,305.55313,331.75952,6.417279,7.777031,10.090279,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88000338477467543859416395437689292355.nii.gz,0.8577247,213.93231,188.96617,236.03825,6.1818237,5.8814945,6.67016,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88032468388060085709810101562499167112.nii.gz,0.9095839,31.508944,360.5341,305.6055,9.787245,12.857408,12.30814,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88032468388060085709810101562499167112.nii.gz,0.8174703,43.6184,359.26743,425.7427,17.740149,17.347836,18.560097,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88042533054564234043964284664062266483.nii.gz,0.82124734,166.39764,344.7492,384.389,34.998672,30.655424,26.232006,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88262947545419377497482697956346335300.nii.gz,0.82782286,226.2121,204.12584,290.71265,8.949322,13.5150585,14.579197,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704.nii.gz,0.9075914,206.80547,458.22427,600.83496,7.757986,10.307223,10.631369,,,,,,,,,,,
1.2.826.0.1.3680043.8.498.88470921398186621059437334583794632704.nii.gz,0.85809475,128.6296,532.0513,538.86346,7.2714944,6.715703,7.4524193,,,,,,,,,,,
