SeriesInstanceUID,SOPInstanceUID,RescaleSlope,RescaleIntercept,MinVal,MaxVal,TopLeft
1.2.826.0.1.3680043.8.498.10177117050965285724806213067235546942,1.2.826.0.1.3680043.8.498.30973088189094144632816822770124889926,1.0,0.0,-2048,2361,-2048
1.2.826.0.1.3680043.8.498.10172626607552095496094268567506878754,1.2.826.0.1.3680043.8.498.60076822750301682237530479686872919700,1.0,0.0,-2048,2274,-2048
1.2.826.0.1.3680043.8.498.69401690945645968072368812538918487252,1.2.826.0.1.3680043.8.498.90080126848786099872101828667563666850,1.0,0.0,-2048,1886,-2048
1.2.826.0.1.3680043.8.498.11479005683427488583403034382744140003,1.2.826.0.1.3680043.8.498.10294677983293662528959439300817530669,1.0,0.0,-2048,2336,-2048
1.2.826.0.1.3680043.8.498.11431853092322033942451801825977553068,1.2.826.0.1.3680043.8.498.85976316058584175026734161531239955212,1.0,0.0,-2048,2360,-2048
1.2.826.0.1.3680043.8.498.11310301359106918904455055666656942876,1.2.826.0.1.3680043.8.498.21862143350038949330904952952416871545,1.0,0.0,-2048,1979,-2048
1.2.826.0.1.3680043.8.498.11431853092322033942451801825977553068,1.2.826.0.1.3680043.8.498.11461772913265952457212343763244435183,1.0,0.0,-2048,2147,-2048
1.2.826.0.1.3680043.8.498.77304461552507049962252245022481515438,1.2.826.0.1.3680043.8.498.13322938012863118760515766009001178050,1.0,0.0,-2048,1958,-2048
1.2.826.0.1.3680043.8.498.77304461552507049962252245022481515438,1.2.826.0.1.3680043.8.498.61482558188814588082729600860972227716,1.0,0.0,-2048,2067,-2048
1.2.826.0.1.3680043.8.498.11357779255198885972476959541890429172,1.2.826.0.1.3680043.8.498.12154704239299566057650227979920052668,1.0,0.0,-2048,3531,-2048
1.2.826.0.1.3680043.8.498.10850890063834444399767634780676036431,1.2.826.0.1.3680043.8.498.31137311402576680902865679969800404589,1.0,0.0,-2048,2094,-2048
1.2.826.0.1.3680043.8.498.76946194332592383444171229563284223555,1.2.826.0.1.3680043.8.498.88273106747659886796747227961055414140,1.0,0.0,-2048,1877,-2048
1.2.826.0.1.3680043.8.498.92666467590009683986986119743703745308,1.2.826.0.1.3680043.8.498.98406114357389619962054305645066083775,1.0,0.0,-2048,2227,-2048
1.2.826.0.1.3680043.8.498.75798029534455454939797323020706657426,1.2.826.0.1.3680043.8.498.64127315637867388053478113884575398262,1.0,0.0,-2048,1939,-2048
1.2.826.0.1.3680043.8.498.75798029534455454939797323020706657426,1.2.826.0.1.3680043.8.498.64127315637867388053478113884575398262,1.0,0.0,-2048,1939,-2048
1.2.826.0.1.3680043.8.498.93116174607004367704735951868342600891,1.2.826.0.1.3680043.8.498.11123665524845226547781387453353217821,1.0,0.0,-2048,2135,-2048
1.2.826.0.1.3680043.8.498.75700532611629703386116638447222235178,1.2.826.0.1.3680043.8.498.11619182501768675328698623219986722039,1.0,0.0,-2048,2089,-2048
1.2.826.0.1.3680043.8.498.10327401654089434788594119044276508319,1.2.826.0.1.3680043.8.498.13344152198098317797180669401283611771,1.0,0.0,-2048,1822,-2048
1.2.826.0.1.3680043.8.498.75330066803964802440390781820333459651,1.2.826.0.1.3680043.8.498.11305441710182295864572604616388877854,1.0,0.0,-2048,1958,-2048
1.2.826.0.1.3680043.8.498.94342988816742498904882294887183173203,1.2.826.0.1.3680043.8.498.13062714630105414212747119772439005487,1.0,0.0,-2048,2078,-2048
1.2.826.0.1.3680043.8.498.75036515679309616086465965888928194201,1.2.826.0.1.3680043.8.498.39574760791627335163573580117041187908,1.0,-1024.0,-2048,1748,-2048
1.2.826.0.1.3680043.8.498.94342988816742498904882294887183173203,1.2.826.0.1.3680043.8.498.33381270889658145776859578841893645033,1.0,0.0,-2048,2012,-2048
1.2.826.0.1.3680043.8.498.86149014581682861891364572658998479309,1.2.826.0.1.3680043.8.498.41157710247538241888285467512187943548,1.0,0.0,-2048,2388,-2048
1.2.826.0.1.3680043.8.498.59481204824756041518715405071307076915,1.2.826.0.1.3680043.8.498.25528856085415147658614224007469226850,1.0,0.0,-2048,1800,-2048
1.2.826.0.1.3680043.8.498.36422597512838433001692454287861510870,1.2.826.0.1.3680043.8.498.92487904526449116774142926579920314838,1.0,0.0,-2048,1845,-2048
1.2.826.0.1.3680043.8.498.34465266180439097096790264514445922423,1.2.826.0.1.3680043.8.498.89300114938144228312015972948393238356,1.0,0.0,-2048,1960,-2048
1.2.826.0.1.3680043.8.498.28889602120019241480489307609889359343,1.2.826.0.1.3680043.8.498.88627135691897664580400188150074954111,1.0,0.0,-2048,2484,-2048
1.2.826.0.1.3680043.8.498.50337481571198537291354578460108484771,1.2.826.0.1.3680043.8.498.78181210354451685466499987818001815997,1.0,0.0,-2048,2110,-2048
1.2.826.0.1.3680043.8.498.29227115601031256309596555556938419090,1.2.826.0.1.3680043.8.498.40021545037548281545724053578920991231,1.0,0.0,-2048,2237,-2048
1.2.826.0.1.3680043.8.498.33962452321252043480144464093619745714,1.2.826.0.1.3680043.8.498.10545391659886079187282576682205497199,1.0,0.0,-2048,1798,-2048
1.2.826.0.1.3680043.8.498.49718418682238683779854914910561017368,1.2.826.0.1.3680043.8.498.12120224054426284869858011307607086080,1.0,0.0,-2048,1795,-2048
1.2.826.0.1.3680043.8.498.12852569019276094295791857301592992390,1.2.826.0.1.3680043.8.498.10698950259844747933821611040248033942,1.0,0.0,-2048,1751,-2048
1.2.826.0.1.3680043.8.498.40600103036208609068517368347708720780,1.2.826.0.1.3680043.8.498.74375218682183651871449855705717084758,1.0,0.0,-2048,1935,-2048
1.2.826.0.1.3680043.8.498.49628117859593196225150487757795905912,1.2.826.0.1.3680043.8.498.86433719465928079997526363594486396991,1.0,0.0,-2048,1861,-2048
1.2.826.0.1.3680043.8.498.49628117859593196225150487757795905912,1.2.826.0.1.3680043.8.498.63462513618453804097802858813769922129,1.0,0.0,-2048,1961,-2048
1.2.826.0.1.3680043.8.498.13509994424297315734938688254817471125,1.2.826.0.1.3680043.8.498.11056861774338020369449625236096884704,1.0,0.0,-2048,1929,-2048
1.2.826.0.1.3680043.8.498.13220934015855999653214593699653129002,1.2.826.0.1.3680043.8.498.84502002946760958265387497958499145427,1.0,0.0,-2048,1709,-2048
1.2.826.0.1.3680043.8.498.16264203257805239151066466721416953122,1.2.826.0.1.3680043.8.498.62946385682000248307149167454284766979,1.0,0.0,-2048,2178,-2048
1.2.826.0.1.3680043.8.498.14581342080609707401191521695912060804,1.2.826.0.1.3680043.8.498.11893246569466123180542960824641267914,1.0,0.0,-2048,1935,-2048
1.2.826.0.1.3680043.8.498.15960284164796785745848446638296753190,1.2.826.0.1.3680043.8.498.67673391312245306785104706040097172433,1.0,0.0,-2048,2856,-2048
1.2.826.0.1.3680043.8.498.30569516148185478679375842878113330614,1.2.826.0.1.3680043.8.498.98347625611953085000566910388810408217,1.0,0.0,-2048,1740,-2048
1.2.826.0.1.3680043.8.498.30631342727353967018424085883879244692,1.2.826.0.1.3680043.8.498.38012326466982191173947973905061586294,1.0,0.0,-2048,1996,-2048
1.2.826.0.1.3680043.8.498.12802999673402957279087791178667608096,1.2.826.0.1.3680043.8.498.90822256529752502069012076977022770300,1.0,0.0,-2048,1958,-2048
1.2.826.0.1.3680043.8.498.12797331480404837909944833408241341668,1.2.826.0.1.3680043.8.498.68637826563815239867964690036420524165,1.0,0.0,-2048,1671,-2048
1.2.826.0.1.3680043.8.498.34034932303198175274226488794796174698,1.2.826.0.1.3680043.8.498.11825634707865377427247604454487295899,1.0,0.0,-2048,1864,-2048
1.2.826.0.1.3680043.8.498.52363954882447190271251269039176558430,1.2.826.0.1.3680043.8.498.51144608687590097599404828043878939744,1.0,0.0,-2048,2211,-2048
1.2.826.0.1.3680043.8.498.52363954882447190271251269039176558430,1.2.826.0.1.3680043.8.498.25704136491953389991324569512138261675,1.0,0.0,-2048,2016,-2048
1.2.826.0.1.3680043.8.498.52363954882447190271251269039176558430,1.2.826.0.1.3680043.8.498.10203947660516610435169665374324788717,1.0,0.0,-2048,2318,-2048
1.2.826.0.1.3680043.8.498.32553202878256925175519233348594534897,1.2.826.0.1.3680043.8.498.11531295351688878578713802988523767692,1.0,0.0,-2048,1806,-2048
1.2.826.0.1.3680043.8.498.27917259540088420376768198748352773026,1.2.826.0.1.3680043.8.498.37172346343515317468258104702522798538,1.0,0.0,-2048,1910,-2048
1.2.826.0.1.3680043.8.498.27917259540088420376768198748352773026,1.2.826.0.1.3680043.8.498.40070826744455082842099934143049397428,1.0,0.0,-2048,2348,-2048
1.2.826.0.1.3680043.8.498.39640919070091958876744231048011388614,1.2.826.0.1.3680043.8.498.73922869926815108680082897176387092867,1.0,0.0,-2048,2115,-2048
1.2.826.0.1.3680043.8.498.34090018947160411624684847772914102292,1.2.826.0.1.3680043.8.498.11378035326339375392506287487446047057,1.0,0.0,-2048,2470,-2048
1.2.826.0.1.3680043.8.498.34465266180439097096790264514445922423,1.2.826.0.1.3680043.8.498.81325657347529928292370343062917377630,1.0,0.0,-2048,2264,-2048
1.2.826.0.1.3680043.8.498.51607560131782968782390517518922802437,1.2.826.0.1.3680043.8.498.10635841984513207642621132541753649621,1.0,0.0,-2048,2221,-2048
1.2.826.0.1.3680043.8.498.51443014477247944523402958716070131562,1.2.826.0.1.3680043.8.498.60353544008225312943524019807498402061,1.0,0.0,-2048,2190,-2048
1.2.826.0.1.3680043.8.498.51443014477247944523402958716070131562,1.2.826.0.1.3680043.8.498.90876201179672328324660829504369157204,1.0,0.0,-2048,2200,-2048
1.2.826.0.1.3680043.8.498.50462346896825686194809696037436442493,1.2.826.0.1.3680043.8.498.27431148624103109337295455175149527686,1.0,0.0,-2048,1662,-2048
1.2.826.0.1.3680043.8.498.34090018947160411624684847772914102292,1.2.826.0.1.3680043.8.498.11003240744249473586752745389749644673,1.0,0.0,-2048,2314,-2048
1.2.826.0.1.3680043.8.498.39640919070091958876744231048011388614,1.2.826.0.1.3680043.8.498.18458610576013839258744392316952422218,1.0,0.0,-2048,2136,-2048
1.2.826.0.1.3680043.8.498.41124032812585840925029775356873688798,1.2.826.0.1.3680043.8.498.81084348807925419005617466559811240586,1.0,0.0,-2048,1931,-2048
1.2.826.0.1.3680043.8.498.15863821282460385925473127009132706891,1.2.826.0.1.3680043.8.498.84114100034916830376841596131763238926,1.0,0.0,-2048,2200,-2048
1.2.826.0.1.3680043.8.498.15847980512533357707448321523314296455,1.2.826.0.1.3680043.8.498.51970752196484413279914797767852574820,1.0,0.0,-2048,1960,-2048
1.2.826.0.1.3680043.8.498.15589683801998019635065357085601198783,1.2.826.0.1.3680043.8.498.12194921837688267794953108741916888336,1.0,-1024.0,-2048,1996,-2048
1.2.826.0.1.3680043.8.498.46816863046401626630171510930377063530,1.2.826.0.1.3680043.8.498.92111761693191651098575450865438502235,1.0,0.0,-2048,1943,-2048
1.2.826.0.1.3680043.8.498.15111820005882064793593034423469604305,1.2.826.0.1.3680043.8.498.11893088456411652746807648034189071263,1.0,0.0,-2048,1862,-2048
1.2.826.0.1.3680043.8.498.46724785602222257486077531035101945263,1.2.826.0.1.3680043.8.498.11146266235461970969630694372963175662,1.0,0.0,-2048,2009,-2048
1.2.826.0.1.3680043.8.498.46532404637743026850058394297074115571,1.2.826.0.1.3680043.8.498.73151240719071948469077049432984586692,1.0,0.0,-2048,1796,-2048
1.2.826.0.1.3680043.8.498.46532404637743026850058394297074115571,1.2.826.0.1.3680043.8.498.12678496088127142905080155574166604743,1.0,0.0,-2048,1839,-2048
1.2.826.0.1.3680043.8.498.46462519342058199786903141190024113863,1.2.826.0.1.3680043.8.498.11652241990331755711424601941420478672,1.0,0.0,-2048,2000,-2048
1.2.826.0.1.3680043.8.498.46019842822001510113829525162960413136,1.2.826.0.1.3680043.8.498.42714224825591013284569839877257368604,1.0,0.0,-2048,2202,-2048
1.2.826.0.1.3680043.8.498.15419972815511831925559855019955606569,1.2.826.0.1.3680043.8.498.12438986657006440449082370795455483090,1.0,0.0,-2048,2203,-2048
1.2.826.0.1.3680043.8.498.46816863046401626630171510930377063530,1.2.826.0.1.3680043.8.498.89771652462603676033030575878161349858,1.0,0.0,-2048,2009,-2048
1.2.826.0.1.3680043.8.498.44955240220590456528677037060420454501,1.2.826.0.1.3680043.8.498.42175657802934935459134511394320056180,1.0,0.0,-2048,2069,-2048
1.2.826.0.1.3680043.8.498.32304920300806920488774636207397309641,1.2.826.0.1.3680043.8.498.12445694560081390122833144197425694289,1.0,0.0,-2048,1638,-2048
1.2.826.0.1.3680043.8.498.32304920300806920488774636207397309641,1.2.826.0.1.3680043.8.498.98120201314962038929834452994575037728,1.0,0.0,-2048,1693,-2048
1.2.826.0.1.3680043.8.498.32473306210009850217378952393664106813,1.2.826.0.1.3680043.8.498.87468330761858545376783769844187596476,1.0,0.0,-2048,1916,-2048
1.2.826.0.1.3680043.8.498.32507747616527258750318970191542371903,1.2.826.0.1.3680043.8.498.10370313667349287253972960041559204693,1.0,0.0,-2048,277,-2048
1.2.826.0.1.3680043.8.498.13016754871983714150939202322730205882,1.2.826.0.1.3680043.8.498.51970902985490216780325174624395222364,1.0,0.0,-2048,1778,-2048
1.2.826.0.1.3680043.8.498.43437991994638527107583667193531955426,1.2.826.0.1.3680043.8.498.49281499030397024758292158450641025957,1.0,0.0,-2048,2003,-2048
1.2.826.0.1.3680043.8.498.15647044072987891586275255182142943578,1.2.826.0.1.3680043.8.498.24079750725465236456549067671465450472,1.0,0.0,-2048,2283,-2048
1.2.826.0.1.3680043.8.498.12888459003897616398890411591973176636,1.2.826.0.1.3680043.8.498.42511180383217897875744949187221534031,1.0,0.0,-2048,1847,-2048
1.2.826.0.1.3680043.8.498.47947992314768080077926973853227607022,1.2.826.0.1.3680043.8.498.50819697748605847130108389541402085061,1.0,0.0,-2048,2142,-2048
1.2.826.0.1.3680043.8.498.48950393837992602539743929129044967055,1.2.826.0.1.3680043.8.498.12774805992989426566991003974963480242,1.0,0.0,-2048,4094,-2048
1.2.826.0.1.3680043.8.498.13156406346987981587011481688257126658,1.2.826.0.1.3680043.8.498.61285740043015248350243228650661577459,1.0,0.0,-2048,2143,-2048
1.2.826.0.1.3680043.8.498.15647044072987891586275255182142943578,1.2.826.0.1.3680043.8.498.11509314889918411194451851626344600556,1.0,0.0,-2048,2307,-2048
1.2.826.0.1.3680043.8.498.12898332622076283462996059479076432725,1.2.826.0.1.3680043.8.498.10685260642037728499621134462764299337,1.0,0.0,-2048,2463,-2048
1.2.826.0.1.3680043.8.498.42092450058597943280470345107435382425,1.2.826.0.1.3680043.8.498.64589949470204111028658880216616614424,1.0,-1024.0,-2048,1897,-2048
1.2.826.0.1.3680043.8.498.47140883945372254726436896232489508705,1.2.826.0.1.3680043.8.498.65142075532347223659835911698959436476,1.0,0.0,-2048,1617,-2048
1.2.826.0.1.3680043.8.498.42933230680553480084056393591634621848,1.2.826.0.1.3680043.8.498.90578117743717046644133555687966332926,1.0,0.0,-2048,1930,-2048
1.2.826.0.1.3680043.8.498.12904246053955178641505906243733756576,1.2.826.0.1.3680043.8.498.85721750901597932715157416901165658191,1.0,0.0,-2048,1941,-2048
1.2.826.0.1.3680043.8.498.14931506052513895350734638291349335264,1.2.826.0.1.3680043.8.498.44723115462677130017884869274263150064,1.0,0.0,-2048,1844,-2048
1.2.826.0.1.3680043.8.498.12931684992160546683888810615414490126,1.2.826.0.1.3680043.8.498.88708998370202389596192717142854584881,1.0,0.0,-2048,1889,-2048
1.2.826.0.1.3680043.8.498.31897325247898403027455884342546675049,1.2.826.0.1.3680043.8.498.11321157615365653313714347295233954166,1.0,-1024.0,-2048,1631,-2048
1.2.826.0.1.3680043.8.498.47179992217619016008614968004097429266,1.2.826.0.1.3680043.8.498.14403867368549084951262136903706576743,1.0,0.0,-2048,1810,-2048
1.2.826.0.1.3680043.8.498.14111214863682966502456332484471880656,1.2.826.0.1.3680043.8.498.30907571687749884567261990788203481727,1.0,0.0,-2048,1767,-2048
1.2.826.0.1.3680043.8.498.56188383184149183204095060042155448805,1.2.826.0.1.3680043.8.498.48444362761957490703159338632732001494,1.0,0.0,-2048,1989,-2048
1.2.826.0.1.3680043.8.498.13357449270526786778229685454362408924,1.2.826.0.1.3680043.8.498.24292950584531986434431080639249271185,1.0,0.0,-2048,1949,-2048
1.2.826.0.1.3680043.8.498.56808088235832746829129175263385594607,1.2.826.0.1.3680043.8.498.41388158383883523748485965251354319016,1.0,0.0,-2048,1911,-2048
1.2.826.0.1.3680043.8.498.56723402161213716214762609303844302547,1.2.826.0.1.3680043.8.498.51598605563507429153538115304501635240,1.0,0.0,-2048,1818,-2048
1.2.826.0.1.3680043.8.498.12336689675737538509416135992757448905,1.2.826.0.1.3680043.8.498.60899700651869636472333059284746697623,1.0,0.0,-2048,1803,-2048
1.2.826.0.1.3680043.8.498.18609406899426492232590987262144127186,1.2.826.0.1.3680043.8.498.40796966074367349573908406654652218043,1.0,0.0,-2048,1934,-2048
1.2.826.0.1.3680043.8.498.13357449270526786778229685454362408924,1.2.826.0.1.3680043.8.498.13116694832433662446978258080040384182,1.0,0.0,-2048,2006,-2048
1.2.826.0.1.3680043.8.498.56327521898715091984887130939499740321,1.2.826.0.1.3680043.8.498.39743885076685325813785865373781018836,1.0,0.0,-2048,1882,-2048
1.2.826.0.1.3680043.8.498.13356186260698881064277219944045916772,1.2.826.0.1.3680043.8.498.11521592472382745553437775151536754222,1.0,0.0,-2048,2372,-2048
1.2.826.0.1.3680043.8.498.37922917666824358838036846792620860259,1.2.826.0.1.3680043.8.498.54456086042061802123910083185071958561,1.0,0.0,-2048,2016,-2048
1.2.826.0.1.3680043.8.498.18104210064643499679227934964732332498,1.2.826.0.1.3680043.8.498.23636943458309721674360419907686039931,1.0,0.0,-2048,495,-2048
1.2.826.0.1.3680043.8.498.12416614428246579915511841892673218446,1.2.826.0.1.3680043.8.498.71850086285630990233653205875223674985,1.0,0.0,-2048,2190,-2048
1.2.826.0.1.3680043.8.498.17924330348418392312092047701892858971,1.2.826.0.1.3680043.8.498.10252003480914417481328285646365294843,1.0,0.0,-2048,1879,-2048
1.2.826.0.1.3680043.8.498.24668113583968943733197242735158446195,1.2.826.0.1.3680043.8.498.22976375643134071932716942350239259865,1.0,0.0,-2048,1936,-2048
1.2.826.0.1.3680043.8.498.14095224548874666070890244976983269889,1.2.826.0.1.3680043.8.498.66194821712425548395436104626635874676,1.0,0.0,-2048,1673,-2048
1.2.826.0.1.3680043.8.498.24714190859104016908604096582229844705,1.2.826.0.1.3680043.8.498.80256485807079870403944121304140460088,1.0,0.0,-2048,1923,-2048
1.2.826.0.1.3680043.8.498.23745303490352683267715898833247160117,1.2.826.0.1.3680043.8.498.97524760695818975306751637770658442965,1.0,0.0,-2048,1704,-2048
1.2.826.0.1.3680043.8.498.17924330348418392312092047701892858971,1.2.826.0.1.3680043.8.498.35416063888249959510788835917895966844,1.0,0.0,-2048,1882,-2048
1.2.826.0.1.3680043.8.498.36779045036166094717913148626029695562,1.2.826.0.1.3680043.8.498.73151503528754315253168526077569551425,1.0,0.0,-2048,2016,-2048
1.2.826.0.1.3680043.8.498.59481204824756041518715405071307076915,1.2.826.0.1.3680043.8.498.11463213037020955707112602686226422366,1.0,0.0,-2048,1709,-2048
1.2.826.0.1.3680043.8.498.19739832631387227431496782822047541308,1.2.826.0.1.3680043.8.498.10788719524772752375304644999830812990,1.0,0.0,-2048,1927,-2048
1.2.826.0.1.3680043.8.498.20768824138507038199284263183420333636,1.2.826.0.1.3680043.8.498.46070355819770827439379397870159959569,1.0,0.0,-2048,1770,-2048
1.2.826.0.1.3680043.8.498.20768824138507038199284263183420333636,1.2.826.0.1.3680043.8.498.10600991940643029643618727996346324481,1.0,0.0,-2048,1785,-2048
1.2.826.0.1.3680043.8.498.12226380705607315060235896835122737788,1.2.826.0.1.3680043.8.498.12167738937488518871885355497029533133,1.0,-1024.0,-2048,1877,-2048
1.2.826.0.1.3680043.8.498.58839417089022860359638460482101293080,1.2.826.0.1.3680043.8.498.41416999537084550496385958908577510600,1.0,0.0,-2048,2173,-2048
1.2.826.0.1.3680043.8.498.19361046961627711324239518325020420806,1.2.826.0.1.3680043.8.498.11457805634427348840983448090926778030,1.0,0.0,-2048,2896,-2048
1.2.826.0.1.3680043.8.498.58611233316672173480399067136043036711,1.2.826.0.1.3680043.8.498.88096457862570314744680296939549862389,1.0,-1024.0,-2048,2140,-2048
1.2.826.0.1.3680043.8.498.23095946961560188645276568281257167503,1.2.826.0.1.3680043.8.498.22580919095923203453321958400779953710,1.0,0.0,-2048,1984,-2048
1.2.826.0.1.3680043.8.498.58611233316672173480399067136043036711,1.2.826.0.1.3680043.8.498.62314115211344796470594809213305889507,1.0,-1024.0,-2048,2136,-2048
1.2.826.0.1.3680043.8.498.21721853636110335079270348386626588293,1.2.826.0.1.3680043.8.498.10970663749683012644820616235503486335,1.0,0.0,-2048,2147,-2048
1.2.826.0.1.3680043.8.498.12272990290286241114754115130402899488,1.2.826.0.1.3680043.8.498.11222499595845474758514208456249663879,1.0,0.0,-2048,2415,-2048
1.2.826.0.1.3680043.8.498.57273096020819966441123339060557462721,1.2.826.0.1.3680043.8.498.10771440886419764916937783543564438243,1.0,0.0,-2048,2420,-2048
1.2.826.0.1.3680043.8.498.21721853636110335079270348386626588293,1.2.826.0.1.3680043.8.498.29666598680810151297158326522624110124,1.0,0.0,-2048,2316,-2048
1.2.826.0.1.3680043.8.498.36214396153174169690333391115798111458,1.2.826.0.1.3680043.8.498.19033681947199135721075346761523880135,1.0,0.0,-2048,1637,-2048
1.2.826.0.1.3680043.8.498.21982310536273258320808209774087969721,1.2.826.0.1.3680043.8.498.65430763588625346114710601963299788293,1.0,0.0,-2048,1961,-2048
1.2.826.0.1.3680043.8.498.13344056746163846087032783578590552560,1.2.826.0.1.3680043.8.498.10538497976842530176670559930229764617,1.0,0.0,-2048,1740,-2048
1.2.826.0.1.3680043.8.498.24668113583968943733197242735158446195,1.2.826.0.1.3680043.8.498.17183625765657735239081277639278077227,1.0,0.0,-2048,2259,-2048
1.2.826.0.1.3680043.8.498.54147016398998885730387711777686660439,1.2.826.0.1.3680043.8.498.12608746888824918991711427544044520335,1.0,0.0,-2048,1857,-2048
1.2.826.0.1.3680043.8.498.12573893572440376626999762163343482617,1.2.826.0.1.3680043.8.498.84173266813149134528290326495903524227,1.0,0.0,-2048,3182,-2048
1.2.826.0.1.3680043.8.498.54505273219907798567882573473568289931,1.2.826.0.1.3680043.8.498.17503769120671108423540368397154186662,1.0,0.0,-2048,1653,-2048
1.2.826.0.1.3680043.8.498.12573893572440376626999762163343482617,1.2.826.0.1.3680043.8.498.90132916765345144499933660924692461900,1.0,0.0,-2048,4710,-2048
1.2.826.0.1.3680043.8.498.17344466930828184539487237181093161345,1.2.826.0.1.3680043.8.498.26668404810890946164614022589866889279,1.0,0.0,-2048,1795,-2048
1.2.826.0.1.3680043.8.498.53972120099963092974563736239908025318,1.2.826.0.1.3680043.8.498.10148572262827505774828006936247207521,1.0,0.0,-2048,1669,-2048
1.2.826.0.1.3680043.8.498.53972120099963092974563736239908025318,1.2.826.0.1.3680043.8.498.88571378648082998723696330591965247384,1.0,0.0,-2048,1706,-2048
1.2.826.0.1.3680043.8.498.53972120099963092974563736239908025318,1.2.826.0.1.3680043.8.498.10807924277771583560030682174576043849,1.0,0.0,-2048,1568,-2048
1.2.826.0.1.3680043.8.498.13789305723712362238118274295587312089,1.2.826.0.1.3680043.8.498.10505792272662478090990455823735554927,1.0,0.0,-2048,2071,-2048
1.2.826.0.1.3680043.8.498.27209907242136337170110989538612917302,1.2.826.0.1.3680043.8.498.15766359993230530557789181485202795689,1.0,0.0,-2048,2214,-2048
1.2.826.0.1.3680043.8.498.53861740050010192705434608017335492908,1.2.826.0.1.3680043.8.498.11868945092136669573454243997761278514,1.0,0.0,-2048,2474,-2048
1.2.826.0.1.3680043.8.498.53707916356215393168758031831951155499,1.2.826.0.1.3680043.8.498.25768340494687380876473113030808394570,1.0,0.0,-2048,4566,-2048
1.2.826.0.1.3680043.8.498.35515324857027062239734629776812664200,1.2.826.0.1.3680043.8.498.59367012833067477146688730219983848049,1.0,0.0,-2048,2095,-2048
1.2.826.0.1.3680043.8.498.35327124657045713676192746001247576881,1.2.826.0.1.3680043.8.498.71580491115279096428369307507751473778,1.0,0.0,-2048,1956,-2048
1.2.826.0.1.3680043.8.498.13344056746163846087032783578590552560,1.2.826.0.1.3680043.8.498.10773628250871313378566947920045322928,1.0,0.0,-2048,2333,-2048
1.2.826.0.1.3680043.8.498.44143341052668947842806509831713353107,1.2.826.0.1.3680043.8.498.91070340334376177210763816516882943823,1.0,0.0,-2048,1801,-2048
1.2.826.0.1.3680043.8.498.25450578177985267518257241052715113197,1.2.826.0.1.3680043.8.498.61044995634805375821502312546253452023,1.0,0.0,-2048,1975,-2048
1.2.826.0.1.3680043.8.498.25450578177985267518257241052715113197,1.2.826.0.1.3680043.8.498.50308763822697314453866237115782248355,1.0,0.0,-2048,2367,-2048
1.2.826.0.1.3680043.8.498.55190777977920349777703252344775040307,1.2.826.0.1.3680043.8.498.70271760642065536829362298982564063134,1.0,0.0,-2048,1559,-2048
1.2.826.0.1.3680043.8.498.25450578177985267518257241052715113197,1.2.826.0.1.3680043.8.498.87488468909065423993750010181347035457,1.0,0.0,-2048,2379,-2048
1.2.826.0.1.3680043.8.498.25403980941032925127848462746633637597,1.2.826.0.1.3680043.8.498.25571534841406721743580178267261396442,1.0,0.0,-2048,1983,-2048
1.2.826.0.1.3680043.8.498.35992803762365283189549692915588393937,1.2.826.0.1.3680043.8.498.12669452621867759236958557014075048057,1.0,0.0,-2048,399,-2048
1.2.826.0.1.3680043.8.498.54945937547396809705103978798121765227,1.2.826.0.1.3680043.8.498.14153025193574326262976501517979495335,1.0,0.0,-2048,2065,-2048
1.2.826.0.1.3680043.8.498.54945937547396809705103978798121765227,1.2.826.0.1.3680043.8.498.59966876314017735597420457252968633303,1.0,0.0,-2048,2036,-2048
1.2.826.0.1.3680043.8.498.33289760486670242102741434782311824694,1.2.826.0.1.3680043.8.498.12570987057924314830256352389084141064,1.0,-1024.0,-3024,1847,-3024
1.2.826.0.1.3680043.8.498.14686776434373221087861576614040895859,1.2.826.0.1.3680043.8.498.32410199517710167698668507052361841219,1.0,-1024.0,-3024,1578,-3024
1.2.826.0.1.3680043.8.498.13702598699868724248322050113579569484,1.2.826.0.1.3680043.8.498.61740156039655843166538380333159323033,1.0,-1024.0,-3024,1892,-3024
1.2.826.0.1.3680043.8.498.85294318557369572357373464388392694261,1.2.826.0.1.3680043.8.498.11915693623125198376647663676802259401,1.0,-1024.0,-3024,1882,-3024
1.2.826.0.1.3680043.8.498.59649738901080755732861537901378237650,1.2.826.0.1.3680043.8.498.66839979258588638514060440836411675133,1.0,-1024.0,-3024,2059,-3024
1.2.826.0.1.3680043.8.498.89098780756585302169142795814483802409,1.2.826.0.1.3680043.8.498.63583905267639194126657889140546761343,1.0,-1024.0,-3024,1894,-3024
1.2.826.0.1.3680043.8.498.26016276434325109530127969064828457820,1.2.826.0.1.3680043.8.498.11049706818007466962746818903541078153,1.0,-1024.0,-3024,1926,-3024
1.2.826.0.1.3680043.8.498.28460600708986829727725563239818172663,1.2.826.0.1.3680043.8.498.10905441202341059248189193021468258300,1.0,-1024.0,-3024,1878,-3024
1.2.826.0.1.3680043.8.498.94026830952038221828312805800796164729,1.2.826.0.1.3680043.8.498.42300293091330688511587627934962779980,1.0,-1024.0,-3024,1761,-3024
1.2.826.0.1.3680043.8.498.27757351674699000345645516148153865639,1.2.826.0.1.3680043.8.498.92759398779479003531108609182693827025,1.0,-1024.0,-3024,1342,-3024
